no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,lead_time,avg_price_per_room,booking_status
1,0,0,2,0,0,0,3,29,0,0,0,0,0.42,-0.7,0
3,0,1,2,0,0,1,8,1,0,0,0,2,-0.85,1.89,0
2,0,0,2,2,0,0,9,18,0,0,0,2,-0.12,0.1,0
2,0,0,3,0,0,0,5,4,0,0,0,0,0.23,-0.8,0
2,0,2,3,0,0,1,7,17,0,0,0,1,-0.28,0.46,0
3,0,1,1,0,0,1,9,26,0,0,0,1,-0.6,1.35,1
2,0,1,3,0,0,2,12,22,0,0,0,0,-0.78,1.3,0
2,0,1,2,1,0,0,8,5,0,0,0,1,-0.66,0.6,0
2,0,1,0,0,0,0,6,26,0,0,0,1,0.99,-0.29,0
1,0,1,3,0,0,0,6,6,0,0,0,0,0.41,0.13,0
1,0,1,2,0,0,0,9,19,0,0,0,1,-0.56,-0.77,0
2,0,0,3,2,0,0,4,26,0,0,0,0,-0.87,-0.3,0
1,0,2,2,0,0,1,11,6,0,0,0,1,-0.04,1.26,0
2,0,0,1,0,0,0,12,27,0,0,0,0,-0.53,-1.26,0
1,1,2,5,0,0,3,12,28,0,0,0,3,2.11,-1,0
1,0,0,1,0,0,0,5,11,0,0,0,0,-1.01,0.9,0
2,0,1,2,0,0,0,4,4,0,0,0,1,-0.17,-0.29,0
3,0,0,1,0,0,1,12,17,0,0,0,0,1.56,0.15,0
1,0,0,2,0,0,1,2,9,0,0,0,1,-0.78,-1.31,0
2,2,0,1,0,1,2,8,6,0,0,0,1,-0.66,3.43,0
2,0,2,4,0,0,0,7,23,0,0,0,1,1.15,-0.46,0
2,0,1,4,0,0,0,3,2,0,0,0,0,-0.71,-0.58,0
2,0,1,2,0,0,0,6,10,0,0,0,1,-0.33,-0.47,0
2,0,0,4,0,0,0,8,26,0,0,0,2,-0.93,-0.49,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
1,0,2,1,0,0,0,2,28,0,0,0,0,-1.01,-1.41,1
1,0,0,1,0,0,0,9,15,0,0,0,1,-0.9,1.15,1
2,0,0,1,0,0,0,9,17,0,0,0,1,-0.9,1.43,0
1,1,1,3,1,0,0,9,5,0,0,0,1,-0.57,-1.01,0
2,0,0,2,0,0,0,11,30,0,0,0,1,-0.48,-0.24,0
2,0,1,2,0,0,0,8,17,0,0,0,2,-0.95,-0.18,0
1,0,1,2,0,1,0,5,23,1,0,2,0,-0.94,-1.2,0
2,1,2,0,0,0,0,12,6,0,0,0,1,-0.87,-1.29,0
3,0,0,2,0,0,1,8,18,0,0,0,0,0.65,1.12,1
2,2,1,1,0,0,2,8,20,0,0,0,2,0.5,2.21,0
2,0,1,4,1,0,1,6,13,0,0,0,0,-0.9,0.23,0
2,0,1,5,0,0,1,8,22,0,0,0,1,-0.93,-0.2,0
2,0,1,1,1,0,0,5,21,0,0,0,0,0.08,0.32,0
1,0,0,1,1,0,0,1,26,0,0,0,0,-0.94,-1.21,0
2,0,0,1,0,0,0,11,22,0,0,0,1,-0.1,-0.38,0
1,0,2,1,2,0,0,4,10,0,0,0,0,-0.05,-0.18,1
2,0,0,3,0,0,0,12,3,0,0,0,0,0.24,-0.95,0
2,0,0,2,2,0,0,9,13,0,0,0,1,0.92,0.28,1
2,0,2,1,0,0,0,12,25,0,0,0,1,-0.48,-0.38,0
2,0,1,4,0,0,0,5,9,0,0,0,1,0.62,-0.8,1
1,0,0,2,0,0,0,10,11,0,0,0,0,1.18,0.44,1
1,0,1,2,0,0,0,6,20,0,0,0,0,-0.57,-0.35,0
3,0,1,3,0,0,1,3,3,0,0,0,0,-0.65,0.36,0
2,0,0,1,0,0,0,11,29,1,0,5,2,-1.01,-0.95,0
2,0,0,3,0,0,1,12,1,0,0,0,0,1.47,-1.12,0
2,0,0,2,2,0,0,7,1,0,0,0,0,2.1,-0.13,1
1,0,0,2,0,0,0,11,23,0,0,0,0,-0.95,-0.95,0
2,0,0,2,2,0,0,9,18,0,0,0,0,-0.12,0.1,0
2,0,0,1,0,0,0,4,6,0,0,0,0,0.25,-0.95,1
2,2,0,2,0,0,2,8,16,0,0,0,3,0.93,2.49,0
2,0,0,4,0,0,0,4,13,0,0,0,1,-0.12,-0.2,0
2,0,2,2,0,0,0,12,2,0,0,0,0,-0.21,-0.95,0
1,0,0,1,0,0,0,11,23,0,0,0,0,-1,-0.09,1
2,0,0,2,2,0,0,6,24,0,0,0,1,2.2,0.28,1
2,0,0,2,1,0,0,11,4,0,0,0,1,-1.02,1.33,0
2,0,0,3,1,0,0,8,17,0,0,0,2,-0.61,0.6,0
2,0,1,3,1,0,0,6,27,0,0,0,0,-0.54,-0.1,1
1,0,1,0,0,0,0,10,17,0,0,0,2,-1.01,1.36,0
2,0,0,3,0,0,0,9,17,0,0,0,0,0.94,-1.1,0
2,0,0,2,1,0,0,11,18,0,0,0,1,-0.88,-0.33,0
2,0,1,2,2,0,0,1,29,0,0,0,1,-0.99,0.75,0
1,0,0,1,0,0,0,8,20,0,0,0,1,-0.8,0.78,0
2,0,1,3,0,0,0,9,26,0,0,0,1,1.55,0.74,1
2,0,0,2,0,0,0,4,21,0,0,0,1,-0.46,-0.01,0
2,0,2,0,0,0,1,4,24,0,0,0,1,-0.6,0.4,0
2,0,1,4,0,0,0,3,2,0,0,0,0,-0.32,-1.37,0
2,0,1,3,0,0,0,4,28,0,0,0,0,0.52,-0.49,0
2,0,0,3,0,0,0,12,8,0,0,0,1,-0.28,-0.38,0
2,0,0,3,0,0,0,10,12,0,0,0,0,0.25,-0.95,1
2,0,1,2,0,0,0,11,6,0,0,0,2,-0.67,-0.29,0
2,0,1,0,1,0,0,6,26,0,0,0,1,0.03,-0.63,0
2,0,1,2,0,0,0,8,26,0,0,0,0,1.45,-0.99,1
1,0,0,3,0,0,0,2,16,0,0,0,0,-0.96,-1.28,0
2,0,1,5,0,0,0,10,4,0,0,0,0,3.22,-0.49,1
2,0,1,2,2,0,0,9,30,0,0,0,0,2.8,1.67,1
2,0,0,2,0,0,0,4,1,1,0,1,1,-0.93,-0.67,0
2,0,0,3,1,0,0,9,8,0,0,0,0,0.51,0.4,1
2,0,2,1,1,0,0,10,2,0,0,0,1,-0.49,0.07,1
1,0,2,8,0,0,0,1,20,0,0,0,0,-0.87,-0.95,0
2,0,0,2,0,0,0,9,30,0,0,0,0,-0.7,0.07,0
2,0,2,3,1,0,0,3,5,0,0,0,0,-0.34,-1.24,0
2,0,1,4,0,0,0,2,17,0,0,0,0,-1,-1.1,0
2,0,1,4,0,0,0,8,29,0,0,0,1,-0.37,0.12,0
2,0,2,1,0,0,0,3,13,0,0,0,0,-0.53,-0.62,0
2,0,2,1,0,0,0,9,11,0,0,0,0,-0.65,-0.63,1
2,0,2,2,0,0,0,3,20,0,0,0,1,0.02,-0.98,0
2,0,1,1,1,0,0,10,29,0,0,0,1,-0.9,0.44,0
2,0,0,2,0,0,6,10,13,0,0,0,0,0.36,0.75,0
2,0,2,2,0,0,1,9,24,0,0,0,1,-0.25,1.35,1
2,0,4,7,0,0,1,6,12,0,0,0,0,-0.68,-0.38,0
2,0,1,2,0,0,0,9,9,0,0,0,0,1.38,-0.49,1
3,0,3,6,0,0,1,8,1,0,0,0,1,0.03,1.43,0
2,0,2,1,0,0,0,10,1,0,0,0,1,1.15,0.1,1
2,0,0,2,1,0,0,10,18,0,0,0,2,-0.17,-0.26,0
2,0,1,3,0,0,0,5,19,0,0,0,0,2.89,-0.8,1
1,0,0,1,0,0,0,2,11,0,0,0,1,-0.94,-1.22,0
2,0,0,1,0,0,0,9,1,0,0,0,1,-0.9,-0.33,0
2,0,1,1,0,0,0,1,9,0,0,0,1,-0.82,0.41,0
3,0,0,5,0,0,1,8,23,0,0,0,0,0.06,1.37,1
2,0,0,2,2,0,0,8,18,0,0,0,1,2.86,0.28,1
2,0,0,3,2,0,0,5,10,0,0,0,1,-0.16,0.62,0
2,0,1,2,0,0,0,9,9,0,0,0,1,-0.33,0.6,0
2,0,2,1,1,0,0,5,21,0,0,0,0,-0.44,-0.04,1
2,0,0,1,1,0,0,10,4,0,0,0,0,1.49,-0.24,1
1,0,4,8,0,0,1,5,15,0,0,0,0,-0.82,0.13,1
2,0,2,4,0,0,0,6,17,0,0,0,0,-0.85,-0.33,0
2,0,2,5,0,0,0,11,11,0,0,0,1,-0.82,-0.12,1
2,0,1,2,0,0,1,7,8,0,0,0,0,-0.11,0.72,1
2,0,0,2,2,0,0,9,18,0,0,0,0,-0.12,-0.13,0
1,0,1,1,0,0,0,11,21,0,0,0,1,-0.31,-1.17,1
2,0,0,2,1,0,0,3,24,0,0,0,0,-0.97,0.87,1
2,0,0,3,0,0,0,4,12,0,0,0,0,-0.1,-1.13,0
2,0,2,1,0,0,0,10,2,0,0,0,3,2.1,0.01,0
2,0,0,2,0,0,3,6,3,0,0,0,0,-0.17,-0.18,0
2,0,1,0,1,0,0,9,12,0,0,0,2,-0.76,-0.52,0
2,0,0,3,0,0,1,3,2,0,0,0,1,-0.43,-0.51,0
2,0,0,4,0,0,0,5,11,0,0,0,1,-0.45,-0.42,0
3,0,2,5,0,0,0,8,14,0,0,0,2,1.16,-0.33,0
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.34,0.44,0
2,0,2,2,0,0,3,4,16,0,0,0,0,0.3,-0.93,0
2,0,1,3,0,0,0,8,31,0,0,0,1,-0.96,-0.02,0
2,0,0,3,0,0,0,9,8,0,0,0,2,1.48,0.65,1
2,0,0,3,0,0,0,8,18,0,0,0,2,-0.93,-0.33,0
2,0,0,1,0,0,0,11,26,0,0,0,0,-1.02,-0.8,0
3,0,0,2,1,0,0,4,12,0,0,0,2,-0.72,-0.06,0
1,0,2,3,0,0,0,11,25,0,0,0,1,-0.83,-1.46,1
1,0,1,2,0,0,0,4,4,0,0,0,0,0.2,-1.1,1
2,0,2,3,2,0,0,9,23,0,0,0,0,1.48,0.83,1
2,0,2,1,0,0,0,9,3,0,0,0,1,1.16,0.65,1
2,0,1,3,0,0,0,11,17,0,0,0,2,-0.66,-0.54,0
2,0,0,3,0,0,1,6,8,0,0,0,0,-0.54,0.7,1
2,1,0,1,1,0,0,10,25,0,0,0,0,-1.01,0.19,0
2,0,0,3,0,0,0,11,3,0,0,0,0,2.67,-0.52,1
2,2,0,2,0,0,2,9,24,0,0,0,2,-0.67,3.28,0
2,0,0,3,0,0,0,7,13,0,0,0,0,0.32,-1.04,1
2,0,0,1,0,0,1,9,22,0,0,0,2,-0.99,2.72,0
1,0,0,3,0,0,0,10,12,0,0,0,0,0.25,-1.1,0
1,0,0,2,0,0,0,10,29,0,0,0,0,-0.68,-0.95,0
2,0,2,5,2,0,0,10,22,0,0,0,0,-0.87,0.81,0
3,0,2,1,0,0,1,7,16,0,0,0,1,0.48,0.99,1
2,0,1,1,1,0,0,6,4,0,0,0,1,-1,0.41,0
3,0,1,0,0,0,1,7,25,0,0,0,0,-0.25,0.99,0
2,0,1,2,0,0,0,9,19,0,0,0,0,2.38,0.13,1
2,0,0,1,0,0,4,7,21,0,0,0,1,-0.87,1.64,0
2,0,1,1,1,0,0,4,23,0,0,0,0,-1.01,-0.06,0
2,0,0,4,0,0,0,4,20,0,0,0,1,0.65,-0.46,1
2,0,1,4,1,0,0,8,1,0,0,0,0,0.97,-0.51,1
1,0,0,3,1,0,0,10,25,0,0,0,0,-0.77,-0.64,0
2,0,0,3,0,0,0,6,7,0,0,0,0,1.56,0.75,1
1,0,0,2,0,0,0,6,24,0,0,0,0,1.07,-0.33,1
1,0,0,2,0,0,0,6,15,0,0,0,0,1.26,0.75,1
1,0,1,1,0,0,0,3,7,1,0,14,1,-1.02,-1.23,0
2,0,2,3,0,0,0,10,14,0,0,0,1,3.34,-0.86,1
3,0,0,2,0,0,0,4,28,0,0,0,0,-0.33,1.33,0
1,2,0,1,0,0,3,9,17,0,0,0,0,-0.76,5.5,1
2,0,1,1,0,0,1,5,9,0,0,0,1,-0.95,0.62,0
2,0,2,1,0,0,0,10,2,0,0,0,1,-0.55,0.62,1
2,0,1,3,0,0,1,3,3,0,0,0,1,-0.83,-0.52,0
2,0,2,1,0,0,0,5,8,0,0,0,0,0.07,-0.95,0
2,0,2,3,0,0,0,5,12,0,0,0,1,0.28,-0.42,0
2,0,1,1,2,0,0,6,6,0,0,0,0,1.98,0.28,1
2,0,0,1,0,0,0,12,27,0,0,0,1,-0.53,-1.26,0
2,0,2,1,0,0,0,2,28,0,0,0,0,0.39,-1.1,1
1,0,0,2,0,0,0,2,26,0,0,0,1,-0.17,-1.02,1
1,0,0,1,1,0,0,10,11,0,0,0,0,1.2,-0.24,1
3,0,1,3,0,0,1,7,21,0,0,0,2,0.24,1.12,0
2,0,2,6,0,0,0,8,3,0,0,0,0,0.91,-0.2,1
1,0,1,1,0,0,0,5,30,1,0,3,0,-0.99,-1.26,0
1,0,0,2,0,0,0,1,5,1,1,0,1,-0.78,-0.8,0
1,0,1,0,0,0,0,9,19,1,0,2,0,-1.02,-1.26,0
1,0,0,4,0,0,0,11,23,0,0,0,1,-0.19,-0.96,1
2,1,0,2,0,0,0,3,24,0,0,0,2,-0.57,1,0
2,0,2,1,1,0,0,7,9,0,0,0,0,-0.72,1.03,1
2,0,2,4,0,0,0,4,27,0,0,0,0,0.92,-0.49,1
2,0,2,4,0,0,0,7,31,0,0,0,2,0.98,-1.04,0
1,0,0,2,2,0,1,10,9,0,0,0,0,-0.05,0.07,0
3,0,2,5,0,0,1,6,28,0,0,0,1,0.7,0.53,0
2,0,4,10,0,0,1,10,24,0,0,0,0,0.82,-0.78,1
1,0,0,2,2,0,0,6,15,0,0,0,0,2.09,-0.49,0
1,0,2,5,0,0,0,4,9,0,0,0,1,0.96,-1,0
2,0,1,1,1,0,0,11,12,0,0,0,0,-0.94,-0.82,0
2,0,2,3,0,0,1,2,28,0,0,0,1,-0.96,0.46,0
2,0,2,1,2,0,0,9,17,0,0,0,0,1.65,2.04,1
2,0,1,3,0,0,0,12,29,0,0,0,1,1.67,-0.7,0
2,0,0,1,0,0,0,11,5,0,0,0,0,-0.93,0.75,0
2,0,2,3,0,0,0,9,8,0,0,0,0,0.15,0.21,0
2,0,2,2,1,0,0,11,27,0,0,0,1,-0.89,-0.91,1
2,0,0,1,0,0,0,12,7,0,0,0,2,-0.7,-0.06,0
2,2,0,1,0,0,2,7,15,0,0,0,1,-0.89,3.87,0
1,0,0,2,0,0,0,1,19,0,0,0,0,-0.88,-1.07,0
2,0,0,3,0,0,0,10,12,0,0,0,0,2.37,0.13,1
2,0,0,2,0,0,1,11,17,0,0,0,1,-0.89,0.47,0
2,0,2,2,0,0,0,9,30,0,0,0,0,1.15,0.24,1
2,0,1,3,0,1,1,11,2,0,0,0,1,-0.85,0.08,0
2,2,1,2,0,0,2,5,27,0,0,0,2,0.32,2.87,0
1,0,2,2,0,0,0,11,29,1,2,12,0,-0.99,-1.26,0
2,0,0,4,0,0,0,5,4,0,0,0,0,2.05,-0.49,1
2,1,2,1,0,0,0,1,24,0,0,0,1,-0.38,-1.41,0
2,0,2,1,0,0,1,4,16,0,0,0,0,0.15,-0.11,0
2,0,0,2,1,0,0,5,6,0,0,0,0,-0.43,0.32,1
1,0,1,0,0,0,0,10,19,0,0,0,0,-0.99,1.03,0
1,0,0,1,0,0,0,10,21,0,0,0,0,-0.71,-1.26,0
2,0,2,3,0,0,0,11,4,0,0,0,2,-0.03,0.52,0
2,0,0,2,0,0,2,10,6,0,0,0,3,-0.37,2.62,0
1,0,0,4,0,0,0,12,13,0,0,0,3,-0.87,-1.69,0
2,0,2,3,1,0,0,10,27,0,0,0,1,-0.95,0.69,0
2,0,0,3,0,0,0,9,22,0,0,0,0,2.33,0.33,1
2,0,1,1,0,1,0,5,23,0,0,0,0,-1.02,1.24,0
2,0,2,2,0,0,0,6,10,0,0,0,1,0.13,0.43,0
3,0,2,1,0,0,1,10,2,0,0,0,1,-0.57,1.62,0
1,0,0,1,0,0,0,5,5,1,0,3,0,-1,-1.26,0
2,0,1,3,0,0,0,3,17,0,0,0,0,-0.37,-0.5,1
2,0,1,1,0,0,0,7,9,0,0,0,1,1.43,-0.29,0
2,0,1,2,1,0,0,7,22,0,0,0,0,1.14,-0.53,1
3,0,2,5,0,0,1,5,28,0,0,0,2,-0.31,1.65,0
2,1,0,2,0,0,1,8,16,0,0,0,1,0.93,0.68,1
3,0,2,0,0,0,1,11,27,0,0,0,1,-0.65,1.49,0
1,0,0,1,1,0,0,4,8,0,0,0,0,-0.74,-0.52,0
2,0,2,2,0,0,1,10,28,0,0,0,1,1.15,-0.04,1
1,0,0,1,0,0,0,11,23,0,0,0,0,-0.93,-0.36,0
2,0,2,1,0,0,1,9,3,0,0,0,1,-0.4,-0.29,0
2,0,0,2,0,0,0,5,19,0,0,0,0,-0.68,-0.18,1
3,0,0,2,0,0,1,7,13,0,0,0,2,0.12,0.99,0
2,0,0,2,1,1,0,9,15,0,0,0,2,-0.73,1.3,0
2,0,1,3,0,0,0,6,30,0,0,0,1,-0.9,1.4,0
2,0,0,2,0,0,0,10,29,0,0,0,0,-0.31,-0.64,0
2,0,0,2,1,0,0,7,27,0,0,0,1,0.82,-0.35,0
2,0,0,2,0,0,1,10,12,0,0,0,4,-0.43,1.04,0
2,0,2,2,1,0,0,9,17,0,0,0,0,-0.7,0.69,0
2,0,0,1,1,0,0,2,18,0,0,0,0,-1.02,-0.83,0
2,0,0,1,0,0,0,10,17,0,0,0,0,2.49,-1.2,0
1,0,0,1,2,0,0,8,12,0,0,0,0,1.66,-1.01,0
2,0,1,2,0,1,0,8,29,0,0,0,0,-0.84,0.22,0
2,0,0,4,0,0,0,7,6,0,0,0,1,0.99,-0.46,0
2,0,0,2,1,0,0,3,11,0,0,0,1,-0.2,-1.18,0
2,0,0,3,0,0,0,4,14,0,0,0,3,-0.15,-0.01,0
2,0,2,2,0,0,0,2,6,0,0,0,1,-0.48,-1.56,0
2,0,2,5,0,0,3,9,29,0,0,0,1,0.39,0.23,0
2,0,0,2,0,0,0,6,24,0,0,0,0,1.31,0.13,1
1,0,0,2,0,0,0,6,15,0,0,0,0,1.26,0.75,1
2,0,0,4,1,0,0,5,18,0,0,0,0,0.15,0.78,1
2,0,0,3,0,0,0,12,30,0,0,0,1,0.02,-0.74,0
2,0,1,0,0,0,0,11,20,0,0,0,1,-0.9,-0.15,1
2,0,1,0,0,0,0,9,18,0,0,0,1,-0.36,0.93,0
2,0,0,2,0,0,0,6,2,0,0,0,0,-0.27,1.06,0
2,0,1,5,0,0,1,7,4,0,0,0,0,0.75,0.33,1
2,0,0,3,1,0,0,11,15,0,0,0,1,-0.4,-0.82,0
2,0,2,0,0,0,0,6,12,0,0,0,1,-0.97,0.45,0
1,0,0,1,1,0,0,11,18,0,0,0,0,-1.02,-0.33,0
2,0,2,3,1,0,0,8,20,0,0,0,3,-0.57,0.6,0
2,0,1,2,0,0,0,2,26,0,0,0,1,-0.29,-0.69,0
2,0,5,10,0,0,0,8,15,0,0,0,2,1.45,-0.39,1
2,0,1,2,0,0,0,10,9,0,0,0,0,-1.01,1.41,0
2,0,1,3,0,0,0,2,22,0,0,0,0,-0.93,-0.39,0
2,0,0,4,0,0,1,6,1,0,0,0,0,0.2,0.83,1
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.34,0.44,0
2,0,1,2,0,0,0,4,22,0,0,0,0,1.02,-0.64,1
1,0,2,1,0,0,1,2,6,0,0,0,1,-0.8,-0.74,0
2,0,1,2,0,0,0,5,6,0,0,0,0,0.13,-0.77,0
1,0,0,1,0,0,1,2,26,0,0,0,0,-1.01,0.01,0
2,0,1,0,1,0,0,6,13,0,0,0,0,-0.91,-0.52,0
2,1,1,2,0,0,0,7,25,0,0,0,1,1.09,0.75,1
2,0,0,2,0,0,0,12,30,0,0,0,2,-0.95,0.99,0
2,0,2,1,0,0,0,5,8,0,0,0,0,-0.31,-0.63,0
2,0,1,2,0,0,0,10,14,0,0,0,0,1.81,-0.49,1
2,0,2,1,0,0,0,11,12,0,0,0,1,-0.14,-0.38,0
2,0,0,3,0,0,0,2,17,0,0,0,0,-0.49,-0.95,0
1,0,0,3,0,0,0,5,31,0,0,0,0,0.35,-0.18,1
2,0,1,2,0,0,0,9,19,0,0,0,0,0.91,1.18,1
1,0,1,3,0,0,0,2,8,1,0,1,0,-0.99,-1.14,0
1,0,0,2,2,0,0,7,1,0,0,0,0,2.1,-0.8,0
2,1,1,3,0,0,1,3,28,0,0,0,1,-0.06,-0.08,0
2,1,1,0,0,0,0,8,1,0,0,0,2,0.84,-0.01,1
2,0,0,2,0,0,0,11,13,0,0,0,0,-0.06,-0.95,0
1,0,0,4,0,0,0,5,18,0,0,0,0,-0.85,-1.35,0
2,0,0,2,2,0,0,6,15,0,0,0,1,2.09,0.28,1
2,0,0,3,0,0,1,4,14,0,0,0,2,0.29,-0.11,0
1,0,0,1,0,0,0,9,10,0,0,0,0,-1.02,-0.49,0
2,1,2,2,0,0,2,8,28,0,0,0,1,0.87,1.64,1
2,0,1,2,0,0,0,6,17,0,0,0,0,2.5,-1.04,0
2,0,0,2,1,0,0,9,14,0,0,0,1,-0.88,-0.33,0
2,0,0,2,1,0,0,12,9,0,0,0,0,-0.82,-0.33,0
3,0,0,1,1,0,0,12,19,0,0,0,1,-0.65,-0.91,0
2,0,0,3,0,0,0,2,17,0,0,0,0,-0.49,-0.95,0
1,0,0,1,1,0,0,8,30,0,0,0,0,-1.02,-0.63,0
2,0,0,1,0,0,0,4,6,0,0,0,0,0.25,-0.95,1
2,0,0,1,0,0,1,9,22,0,0,0,0,-0.85,2.41,0
1,0,1,3,0,0,1,9,26,1,0,4,0,-0.9,0.13,0
1,0,1,0,0,1,0,5,2,0,0,0,0,-0.99,-0.24,0
2,0,2,3,2,0,0,9,1,0,0,0,0,0.86,1.71,1
3,0,1,4,0,0,1,8,17,0,0,0,2,0.65,1.1,0
3,0,1,1,1,0,0,10,10,0,0,0,2,-1.01,0.91,0
2,0,0,3,0,0,0,9,8,0,0,0,1,1.45,0.65,1
2,0,0,1,0,0,0,12,27,0,0,0,0,-0.53,-1.26,0
1,0,0,2,0,0,0,3,16,0,0,0,0,-0.45,-0.9,1
2,0,0,3,0,0,0,6,7,0,0,0,0,1.56,0.75,1
2,0,2,2,0,0,1,4,29,0,0,0,1,-0.66,1.07,0
2,0,1,1,0,0,1,11,5,0,0,0,2,-0.48,0.01,0
3,0,1,3,0,0,1,9,1,0,0,0,4,0.14,1.86,0
2,2,1,1,0,0,2,5,14,0,0,0,0,-0.29,2.87,1
2,0,0,2,0,0,0,8,6,0,0,0,1,-1.02,-0.49,0
2,0,1,3,1,0,0,8,8,0,0,0,2,-0.89,1.03,0
2,0,0,2,2,0,0,10,16,0,0,0,0,0.22,-0.13,1
2,0,2,0,0,0,0,8,2,0,0,0,1,0.8,-0.9,0
2,0,2,2,0,0,0,5,22,0,0,0,1,-0.7,-0.46,0
1,0,1,0,0,0,0,12,5,0,0,0,0,-0.85,-1.2,0
2,0,1,2,0,0,1,3,11,0,0,0,1,-0.42,-0.57,0
1,0,1,1,0,0,0,7,18,0,0,0,1,-0.97,-1.26,0
2,0,0,2,1,0,0,2,12,0,0,0,1,-0.94,-0.83,0
1,0,0,2,0,0,0,10,15,0,0,0,0,-0.85,-0.18,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,1,0,0,0,0,3,6,0,0,0,0,-1.02,-0.08,0
1,0,0,2,0,0,0,10,5,0,0,0,0,1.01,-0.85,1
2,0,2,0,1,0,0,12,27,0,0,0,0,-1.01,-1.17,0
1,0,2,3,1,0,0,12,29,0,0,0,1,2,-1.62,0
1,0,1,3,0,0,0,3,17,0,0,0,0,-0.11,-1.1,1
2,0,0,1,0,0,0,9,23,0,0,0,2,0.96,0.65,1
1,0,0,3,0,0,0,1,19,0,0,0,0,0.81,-0.8,0
2,0,1,3,1,0,0,3,14,0,0,0,1,-0.61,-1.07,0
2,1,0,3,0,0,0,7,26,0,0,0,1,1.14,0.21,1
2,0,2,4,1,0,0,12,23,0,0,0,3,3.01,-1.3,0
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.34,0.44,0
2,0,0,2,0,0,0,9,30,0,0,0,0,-0.7,0.07,0
2,0,0,2,2,0,0,8,18,0,0,0,1,2.86,0.28,1
3,0,2,3,0,0,1,2,19,0,0,0,3,-0.79,0.75,0
2,0,2,3,0,0,1,4,8,0,0,0,0,-0.83,-0.51,0
2,0,2,3,0,0,0,8,4,0,0,0,1,1.01,-1.04,0
2,0,0,2,0,0,0,10,20,0,0,0,2,0.98,0.4,1
2,0,0,1,1,0,0,1,15,1,11,5,1,-0.97,-0.89,0
1,0,2,4,0,0,0,6,12,0,0,0,0,-0.19,0.44,1
2,0,0,4,0,0,0,4,20,0,0,0,0,2.26,-1.33,1
2,0,2,1,2,0,0,8,1,0,0,0,0,0.4,-0.35,1
1,0,1,3,0,0,0,9,14,0,0,0,0,-0.88,-1.26,1
2,0,1,2,0,0,0,9,16,0,0,0,0,2.65,-0.18,1
2,0,1,5,0,0,0,2,15,0,0,0,1,-0.57,-0.8,0
2,0,1,2,0,0,0,4,15,0,0,0,3,-0.06,-0.29,0
2,0,2,3,0,0,0,6,26,0,0,0,0,-0.95,-0.07,1
2,0,0,3,0,1,0,8,26,0,0,0,0,-0.8,-0.39,0
2,0,1,2,0,0,0,6,20,0,0,0,0,1.32,0.44,1
2,0,1,2,0,0,1,4,22,0,0,0,0,-0.28,0.4,1
1,2,3,7,0,0,0,6,10,0,0,0,0,-0.23,1.75,1
1,0,0,1,0,0,0,6,14,1,1,2,0,-1.01,-0.33,0
3,0,1,4,0,0,1,7,6,0,0,0,2,0.29,1.01,0
2,0,2,2,0,0,0,8,26,0,0,0,0,-0.23,0.87,0
2,0,1,1,0,1,0,6,11,0,0,0,3,0.58,0.93,0
2,0,1,3,0,0,0,4,21,0,0,0,0,-0.51,-0.06,0
2,0,1,3,0,0,0,3,17,0,0,0,0,-0.11,-0.8,1
2,0,0,3,0,0,0,5,5,0,0,0,1,-0.94,1.18,0
2,0,2,2,1,0,0,4,30,0,0,0,0,0.31,-0.51,1
2,0,2,2,0,0,1,1,29,1,11,20,1,-1.01,0.01,0
2,0,2,2,0,0,0,9,25,0,0,0,1,-0.6,0.48,0
1,0,0,1,0,0,0,5,20,0,0,0,0,-1.02,-0.33,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,0,2,0,0,1,9,29,0,0,0,2,-0.79,2.11,0
2,0,2,1,0,0,1,9,10,0,0,0,2,-0.49,1.35,0
2,0,2,1,0,0,0,4,23,0,0,0,0,0.65,-1.07,0
2,2,1,1,0,0,2,2,8,0,0,0,0,-0.71,2.01,1
1,0,0,1,0,0,0,2,19,0,0,0,0,-0.84,-0.77,0
2,0,0,2,0,0,0,9,4,0,0,0,2,-0.93,0.56,0
2,0,1,3,0,0,0,10,27,0,0,0,0,-0.65,-0.64,0
2,0,0,2,0,0,0,11,25,0,0,0,0,-0.05,-0.38,1
2,0,2,2,0,0,0,12,2,0,0,0,1,-0.6,-0.54,0
2,0,2,2,0,0,1,4,8,0,0,0,0,-0.26,0.2,1
2,0,0,1,0,0,0,3,18,0,0,0,0,-1,0.04,0
2,0,2,3,0,0,1,4,9,0,0,0,1,0.14,-0.35,0
2,1,0,1,0,0,0,7,9,0,0,0,2,0.22,0.76,0
3,0,1,2,0,0,1,5,9,0,0,0,0,-0.17,0.3,0
2,0,1,2,2,0,0,9,4,0,0,0,1,0.94,-0.64,0
